Value, Time of DA (ns), Prime? (According to DA), Time of RA (ns), Prime? (According to RA)
10000000000070025,200,NO,2000,NO
10000000000070026,200,NO,100,NO
10000000000070027,1044872800,YES,50600,YES
10000000000070028,700,NO,100,NO
10000000000070029,16800,NO,2900,NO
10000000000070030,300,NO,100,NO
10000000000070031,200,NO,1800,NO
10000000000070032,200,NO,0,NO
10000000000070033,23300,NO,1700,NO
10000000000070034,200,NO,100,NO
10000000000070035,300,NO,1700,NO
10000000000070036,100,NO,0,NO
10000000000070037,200,NO,1500,NO
10000000000070038,200,NO,100,NO
10000000000070039,500,NO,1600,NO
10000000000070040,200,NO,0,NO
10000000000070041,300,NO,1500,NO
10000000000070042,200,NO,0,NO
10000000000070043,200,NO,1500,NO
10000000000070044,200,NO,0,NO
10000000000070045,300,NO,1500,NO
10000000000070046,200,NO,0,NO
10000000000070047,400,NO,1500,NO
10000000000070048,100,NO,0,NO
10000000000070049,200,NO,1500,NO
10000000000070050,200,NO,0,NO
10000000000070051,1050194000,YES,44400,YES
10000000000070052,1200,NO,100,NO
10000000000070053,1400,NO,2700,NO
10000000000070054,200,NO,100,NO
10000000000070055,200,NO,2000,NO
10000000000070056,300,NO,0,NO
10000000000070057,1094895400,YES,42800,YES
10000000000070058,800,NO,300,NO
10000000000070059,300,NO,2500,NO
10000000000070060,200,NO,100,NO
10000000000070061,300,NO,1800,NO
10000000000070062,200,NO,100,NO
10000000000070063,1195470200,YES,44200,YES
10000000000070064,1100,NO,100,NO
10000000000070065,300,NO,2300,NO
10000000000070066,200,NO,100,NO
10000000000070067,200,NO,1800,NO
10000000000070068,200,NO,100,NO
10000000000070069,400,NO,1600,NO
10000000000070070,200,NO,0,NO
10000000000070071,1400,NO,1600,NO
10000000000070072,200,NO,100,NO
10000000000070073,300,NO,1500,NO
10000000000070074,200,NO,100,NO
10000000000070075,300,NO,1600,NO
10000000000070076,100,NO,0,NO
10000000000070077,600,NO,1600,NO
10000000000070078,100,NO,0,NO
10000000000070079,300,NO,1500,NO
10000000000070080,200,NO,100,NO
10000000000070081,700,NO,1500,NO
10000000000070082,200,NO,100,NO
10000000000070083,3500,NO,1600,NO
10000000000070084,200,NO,0,NO
10000000000070085,200,NO,1400,NO
10000000000070086,200,NO,100,NO
10000000000070087,300,NO,1500,NO
10000000000070088,300,NO,0,NO
10000000000070089,276400400,NO,6000,NO
10000000000070090,1100,NO,100,NO
10000000000070091,400,NO,3000,NO
10000000000070092,200,NO,100,NO
10000000000070093,400,NO,2300,NO
10000000000070094,200,NO,0,NO
10000000000070095,200,NO,1700,NO
10000000000070096,200,NO,100,NO
10000000000070097,200,NO,1800,NO
10000000000070098,100,NO,0,NO
10000000000070099,5147400,NO,6600,NO
10000000000070100,700,NO,200,NO
10000000000070101,300,NO,2800,NO
10000000000070102,200,NO,100,NO
10000000000070103,200,NO,1900,NO
10000000000070104,200,NO,0,NO
10000000000070105,300,NO,1700,NO
10000000000070106,100,NO,0,NO
10000000000070107,400,NO,1600,NO
10000000000070108,200,NO,100,NO
10000000000070109,200,NO,1700,NO
10000000000070110,200,NO,0,NO
10000000000070111,1048372200,YES,45800,YES
10000000000070112,800,NO,100,NO
10000000000070113,500,NO,2400,NO
10000000000070114,200,NO,100,NO
10000000000070115,200,NO,1900,NO
10000000000070116,200,NO,0,NO
10000000000070117,1060617000,YES,45600,YES
10000000000070118,900,NO,200,NO
10000000000070119,600,NO,2400,NO
10000000000070120,300,NO,100,NO
10000000000070121,200,NO,1800,NO
10000000000070122,200,NO,0,NO
10000000000070123,500,NO,1700,NO
10000000000070124,200,NO,0,NO
10000000000070125,300,NO,1700,NO
10000000000070126,200,NO,0,NO
10000000000070127,200,NO,1500,NO
10000000000070128,100,NO,0,NO
10000000000070129,300,NO,1500,NO
10000000000070130,200,NO,100,NO
10000000000070131,361837700,NO,5600,NO
10000000000070132,800,NO,100,NO
10000000000070133,300,NO,2700,NO
10000000000070134,200,NO,0,NO
10000000000070135,300,NO,2000,NO
10000000000070136,200,NO,100,NO
10000000000070137,79976300,NO,6400,NO
10000000000070138,1300,NO,200,NO
10000000000070139,400,NO,2800,NO
10000000000070140,200,NO,100,NO
10000000000070141,500,NO,2000,NO
10000000000070142,200,NO,0,NO
10000000000070143,300,NO,2100,NO
10000000000070144,200,NO,100,NO
10000000000070145,200,NO,1800,NO
10000000000070146,200,NO,100,NO
10000000000070147,800,NO,1900,NO
10000000000070148,200,NO,100,NO
10000000000070149,8601200,NO,3300,NO
10000000000070150,500,NO,0,NO
10000000000070151,300,NO,2000,NO
10000000000070152,200,NO,100,NO
10000000000070153,5800,NO,1600,NO
10000000000070154,200,NO,0,NO
10000000000070155,200,NO,1400,NO
10000000000070156,200,NO,0,NO
10000000000070157,200,NO,1500,NO
10000000000070158,100,NO,0,NO
10000000000070159,1061684600,YES,44000,YES
10000000000070160,1400,NO,100,NO
10000000000070161,1600,NO,2500,NO
10000000000070162,200,NO,100,NO
10000000000070163,300,NO,1900,NO
10000000000070164,300,NO,100,NO
10000000000070165,300,NO,1700,NO
10000000000070166,200,NO,0,NO
10000000000070167,17700,NO,1800,NO
10000000000070168,200,NO,0,NO
10000000000070169,300,NO,1600,NO
10000000000070170,100,NO,0,NO
10000000000070171,300,NO,1500,NO
10000000000070172,200,NO,100,NO
10000000000070173,49600,NO,1600,NO
10000000000070174,200,NO,0,NO
10000000000070175,300,NO,1600,NO
10000000000070176,200,NO,100,NO
10000000000070177,1000,NO,1500,NO
10000000000070178,100,NO,0,NO
10000000000070179,300,NO,1600,NO
10000000000070180,200,NO,0,NO
10000000000070181,200,NO,1500,NO
10000000000070182,200,NO,100,NO
10000000000070183,1043005500,YES,42400,YES
10000000000070184,1100,NO,100,NO
10000000000070185,1300,NO,4000,NO
10000000000070186,400,NO,100,NO
10000000000070187,200,NO,2800,NO
10000000000070188,300,NO,0,NO
10000000000070189,11100,NO,2100,NO
10000000000070190,200,NO,0,NO
10000000000070191,1500,NO,1700,NO
10000000000070192,200,NO,100,NO
10000000000070193,200,NO,1600,NO
10000000000070194,200,NO,100,NO
10000000000070195,300,NO,1500,NO
10000000000070196,200,NO,0,NO
10000000000070197,400,NO,1500,NO
10000000000070198,200,NO,100,NO
10000000000070199,200,NO,1500,NO
10000000000070200,200,NO,0,NO
10000000000070201,400,NO,1500,NO
10000000000070202,200,NO,100,NO
10000000000070203,8000,NO,1600,NO
10000000000070204,200,NO,0,NO
10000000000070205,200,NO,1500,NO
10000000000070206,200,NO,0,NO
10000000000070207,678500,NO,2000,NO
10000000000070208,200,NO,0,NO
10000000000070209,400,NO,1800,NO
10000000000070210,200,NO,100,NO
10000000000070211,200,NO,1400,NO
10000000000070212,200,NO,0,NO
10000000000070213,300,NO,1600,NO
10000000000070214,200,NO,0,NO
10000000000070215,200,NO,1500,NO
10000000000070216,100,NO,0,NO
10000000000070217,200,NO,1500,NO
10000000000070218,200,NO,100,NO
10000000000070219,79437500,NO,6300,NO
10000000000070220,1100,NO,100,NO
10000000000070221,1300,NO,2700,NO
10000000000070222,200,NO,100,NO
10000000000070223,200,NO,1800,NO
10000000000070224,200,NO,100,NO
10000000000070225,200,NO,1500,NO
10000000000070226,200,NO,100,NO
10000000000070227,300,NO,1700,NO
10000000000070228,200,NO,0,NO
10000000000070229,200,NO,1700,NO
10000000000070230,200,NO,100,NO
10000000000070231,600,NO,1600,NO
10000000000070232,200,NO,0,NO
10000000000070233,1055623900,YES,45300,YES
10000000000070234,1100,NO,100,NO
10000000000070235,300,NO,2400,NO
10000000000070236,200,NO,0,NO
10000000000070237,9200,NO,1800,NO
10000000000070238,200,NO,0,NO
10000000000070239,400,NO,1600,NO
10000000000070240,200,NO,100,NO
10000000000070241,200,NO,1600,NO
10000000000070242,200,NO,100,NO
10000000000070243,400,NO,1400,NO
10000000000070244,100,NO,0,NO
10000000000070245,300,NO,1400,NO
10000000000070246,200,NO,100,NO
10000000000070247,200,NO,1400,NO
10000000000070248,200,NO,100,NO
10000000000070249,300,NO,1500,NO
10000000000070250,200,NO,0,NO
10000000000070251,600,NO,1600,NO
10000000000070252,200,NO,0,NO
10000000000070253,300,NO,1600,NO
10000000000070254,200,NO,100,NO
10000000000070255,300,NO,1800,NO
10000000000070256,200,NO,100,NO
10000000000070257,54742000,NO,7000,NO
10000000000070258,800,NO,100,NO
10000000000070259,200,NO,2800,NO
10000000000070260,200,NO,100,NO
10000000000070261,600,NO,1700,NO
10000000000070262,200,NO,0,NO
10000000000070263,1200,NO,1400,NO
10000000000070264,200,NO,100,NO
10000000000070265,200,NO,1800,NO
10000000000070266,200,NO,100,NO
10000000000070267,300,NO,1500,NO
10000000000070268,200,NO,0,NO
10000000000070269,300,NO,1700,NO
10000000000070270,200,NO,0,NO
10000000000070271,300,NO,1600,NO
10000000000070272,200,NO,100,NO
10000000000070273,4100,NO,1600,NO
10000000000070274,200,NO,0,NO
10000000000070275,200,NO,1500,NO
10000000000070276,200,NO,0,NO
10000000000070277,200,NO,1500,NO
10000000000070278,200,NO,0,NO
10000000000070279,4102500,NO,3500,NO
10000000000070280,300,NO,100,NO
10000000000070281,8900,NO,2100,NO
10000000000070282,200,NO,0,NO
10000000000070283,300,NO,1500,NO
10000000000070284,100,NO,0,NO
10000000000070285,300,NO,1500,NO
10000000000070286,200,NO,0,NO
10000000000070287,35591100,NO,6800,NO
10000000000070288,900,NO,100,NO
10000000000070289,400,NO,2800,NO
10000000000070290,300,NO,100,NO
10000000000070291,2600,NO,2000,NO
10000000000070292,200,NO,100,NO
10000000000070293,1500,NO,1900,NO
10000000000070294,200,NO,0,NO
10000000000070295,300,NO,2000,NO
10000000000070296,200,NO,0,NO
10000000000070297,300,NO,1800,NO
10000000000070298,200,NO,0,NO
10000000000070299,9341000,NO,6300,NO
10000000000070300,600,NO,100,NO
10000000000070301,300,NO,2600,NO
10000000000070302,200,NO,100,NO
10000000000070303,1040908800,YES,42700,YES
10000000000070304,700,NO,100,NO
10000000000070305,400,NO,2200,NO
10000000000070306,200,NO,100,NO
10000000000070307,200,NO,1700,NO
10000000000070308,200,NO,100,NO
10000000000070309,700,NO,1500,NO
10000000000070310,300,NO,100,NO
10000000000070311,300,NO,1700,NO
10000000000070312,100,NO,0,NO
10000000000070313,200,NO,1400,NO
10000000000070314,200,NO,100,NO
10000000000070315,200,NO,1400,NO
10000000000070316,200,NO,100,NO
10000000000070317,900,NO,1400,NO
10000000000070318,200,NO,100,NO
10000000000070319,600,NO,2800,NO
10000000000070320,300,NO,100,NO
10000000000070321,900,NO,2300,NO
10000000000070322,200,NO,0,NO
10000000000070323,30900,NO,1800,NO
10000000000070324,200,NO,0,NO
10000000000070325,200,NO,1700,NO
10000000000070326,200,NO,100,NO
10000000000070327,400,NO,1500,NO
10000000000070328,100,NO,100,NO
10000000000070329,600,NO,1500,NO
10000000000070330,200,NO,100,NO
10000000000070331,200,NO,1400,NO
10000000000070332,200,NO,0,NO
10000000000070333,300,NO,1600,NO
10000000000070334,200,NO,0,NO
10000000000070335,200,NO,1500,NO
10000000000070336,200,NO,0,NO
10000000000070337,300,NO,1400,NO
10000000000070338,200,NO,100,NO
10000000000070339,300,NO,1500,NO
10000000000070340,200,NO,0,NO
10000000000070341,14300,NO,1600,NO
10000000000070342,200,NO,100,NO
10000000000070343,300,NO,1500,NO
10000000000070344,200,NO,0,NO
10000000000070345,300,NO,1500,NO
10000000000070346,200,NO,0,NO
10000000000070347,10720700,NO,5800,NO
10000000000070348,600,NO,100,NO
10000000000070349,300,NO,2800,NO
10000000000070350,200,NO,100,NO
10000000000070351,9200,NO,2300,NO
10000000000070352,200,NO,0,NO
10000000000070353,10100,NO,4300,NO
10000000000070354,600,NO,200,NO
10000000000070355,400,NO,3000,NO
10000000000070356,200,NO,100,NO
10000000000070357,42100,NO,2500,NO
10000000000070358,200,NO,100,NO
10000000000070359,77463600,NO,8400,NO
10000000000070360,700,NO,100,NO
10000000000070361,300,NO,3400,NO
10000000000070362,200,NO,100,NO
10000000000070363,1600,NO,2100,NO
10000000000070364,200,NO,0,NO
10000000000070365,300,NO,1700,NO
10000000000070366,200,NO,100,NO
10000000000070367,200,NO,1600,NO
10000000000070368,200,NO,0,NO
10000000000070369,245782100,NO,6700,NO
10000000000070370,900,NO,100,NO
10000000000070371,1200,NO,2700,NO
10000000000070372,200,NO,100,NO
10000000000070373,300,NO,1900,NO
10000000000070374,200,NO,0,NO
10000000000070375,300,NO,1700,NO
10000000000070376,200,NO,0,NO
10000000000070377,300,NO,1700,NO
10000000000070378,200,NO,0,NO
10000000000070379,200,NO,1600,NO
10000000000070380,100,NO,0,NO
10000000000070381,300,NO,1600,NO
10000000000070382,200,NO,0,NO
10000000000070383,15600,NO,1700,NO
10000000000070384,100,NO,0,NO
10000000000070385,300,NO,1500,NO
10000000000070386,200,NO,100,NO
10000000000070387,700,NO,1500,NO
10000000000070388,200,NO,0,NO
10000000000070389,522900,NO,2500,NO
10000000000070390,200,NO,0,NO
10000000000070391,300,NO,1900,NO
10000000000070392,200,NO,100,NO
10000000000070393,95200,NO,1700,NO
10000000000070394,200,NO,100,NO
10000000000070395,300,NO,1800,NO
10000000000070396,200,NO,0,NO
10000000000070397,300,NO,1600,NO
10000000000070398,200,NO,0,NO
10000000000070399,300,NO,1500,NO
10000000000070400,200,NO,100,NO
10000000000070401,700,NO,1500,NO
10000000000070402,300,NO,100,NO
10000000000070403,700,NO,3500,NO
10000000000070404,300,NO,100,NO
10000000000070405,300,NO,2500,NO
10000000000070406,200,NO,100,NO
10000000000070407,2200,NO,2100,NO
10000000000070408,200,NO,0,NO
10000000000070409,200,NO,1800,NO
10000000000070410,200,NO,100,NO
10000000000070411,21009600,NO,6300,NO
10000000000070412,900,NO,100,NO
10000000000070413,500,NO,3000,NO
10000000000070414,300,NO,0,NO
10000000000070415,200,NO,2000,NO
10000000000070416,300,NO,100,NO
10000000000070417,1000,NO,1900,NO
10000000000070418,200,NO,100,NO
10000000000070419,1047960900,YES,44200,YES
10000000000070420,800,NO,200,NO
10000000000070421,400,NO,2500,NO
10000000000070422,200,NO,100,NO
10000000000070423,300,NO,1700,NO
10000000000070424,200,NO,0,NO
10000000000070425,300,NO,1600,NO
10000000000070426,200,NO,0,NO
10000000000070427,200,NO,1500,NO
10000000000070428,200,NO,100,NO
10000000000070429,500,NO,1600,NO
10000000000070430,200,NO,100,NO
10000000000070431,500,NO,1500,NO
10000000000070432,200,NO,100,NO
10000000000070433,200,NO,1600,NO
10000000000070434,200,NO,0,NO
10000000000070435,200,NO,1500,NO
10000000000070436,200,NO,100,NO
10000000000070437,300,NO,1600,NO
10000000000070438,300,NO,0,NO
10000000000070439,200,NO,1600,NO
10000000000070440,200,NO,100,NO
10000000000070441,40800,NO,1600,NO
10000000000070442,200,NO,100,NO
10000000000070443,400,NO,1600,NO
10000000000070444,200,NO,100,NO
10000000000070445,200,NO,1400,NO
10000000000070446,200,NO,0,NO
10000000000070447,400,NO,1600,NO
10000000000070448,200,NO,0,NO
10000000000070449,81000,NO,1800,NO
10000000000070450,200,NO,0,NO
10000000000070451,200,NO,1700,NO
10000000000070452,200,NO,0,NO
10000000000070453,600,NO,1500,NO
10000000000070454,200,NO,100,NO
10000000000070455,200,NO,1500,NO
10000000000070456,200,NO,100,NO
10000000000070457,300,NO,1500,NO
10000000000070458,200,NO,0,NO
10000000000070459,34400,NO,1600,NO
10000000000070460,300,NO,0,NO
10000000000070461,20700,NO,1500,NO
10000000000070462,200,NO,0,NO
10000000000070463,200,NO,1600,NO
10000000000070464,200,NO,0,NO
10000000000070465,300,NO,1700,NO
10000000000070466,200,NO,0,NO
10000000000070467,500,NO,1500,NO
10000000000070468,200,NO,100,NO
10000000000070469,200,NO,1400,NO
10000000000070470,100,NO,100,NO
10000000000070471,144500,NO,1800,NO
10000000000070472,200,NO,0,NO
10000000000070473,701000,NO,2100,NO
10000000000070474,200,NO,0,NO
10000000000070475,300,NO,1800,NO
10000000000070476,100,NO,0,NO
10000000000070477,1054087500,YES,46400,YES
10000000000070478,800,NO,200,NO
10000000000070479,500,NO,2400,NO
10000000000070480,100,NO,100,NO
10000000000070481,300,NO,2100,NO
10000000000070482,200,NO,100,NO
10000000000070483,400,NO,1700,NO
10000000000070484,100,NO,0,NO
10000000000070485,300,NO,2000,NO
10000000000070486,200,NO,0,NO
10000000000070487,200,NO,1600,NO
10000000000070488,200,NO,0,NO
10000000000070489,700,NO,1600,NO
10000000000070490,200,NO,100,NO
10000000000070491,600,NO,1500,NO
10000000000070492,200,NO,0,NO
10000000000070493,300,NO,1700,NO
10000000000070494,200,NO,100,NO
10000000000070495,200,NO,1600,NO
10000000000070496,200,NO,100,NO
10000000000070497,800,NO,1600,NO
10000000000070498,200,NO,100,NO
10000000000070499,200,NO,1500,NO
10000000000070500,200,NO,100,NO
10000000000070501,3800,NO,1500,NO
10000000000070502,200,NO,0,NO
10000000000070503,2800,NO,1500,NO
10000000000070504,200,NO,0,NO
10000000000070505,200,NO,1400,NO
10000000000070506,200,NO,100,NO
10000000000070507,500,NO,1600,NO
10000000000070508,100,NO,0,NO
10000000000070509,400,NO,1900,NO
10000000000070510,200,NO,100,NO
10000000000070511,300,NO,1600,NO
10000000000070512,300,NO,0,NO
10000000000070513,41600,NO,1500,NO
10000000000070514,300,NO,200,NO
10000000000070515,300,NO,1900,NO
10000000000070516,200,NO,100,NO
10000000000070517,300,NO,1600,NO
10000000000070518,300,NO,100,NO
10000000000070519,1300,NO,1900,NO
10000000000070520,200,NO,0,NO
10000000000070521,300,NO,1500,NO
10000000000070522,200,NO,100,NO
10000000000070523,300,NO,1600,NO
10000000000070524,200,NO,0,NO
10000000000070525,400,NO,1600,NO
10000000000070526,100,NO,100,NO
10000000000070527,1042001600,YES,46500,YES
10000000000070528,1000,NO,100,NO
10000000000070529,400,NO,2300,NO
10000000000070530,200,NO,0,NO
10000000000070531,300,NO,1800,NO
10000000000070532,200,NO,100,NO
10000000000070533,1357000,NO,3100,NO
10000000000070534,200,NO,100,NO
10000000000070535,300,NO,1900,NO
10000000000070536,200,NO,100,NO
10000000000070537,400,NO,1400,NO
10000000000070538,200,NO,100,NO
10000000000070539,103200,NO,1800,NO
10000000000070540,200,NO,100,NO
10000000000070541,200,NO,1700,NO
10000000000070542,200,NO,100,NO
10000000000070543,400,NO,1500,NO
10000000000070544,200,NO,100,NO
10000000000070545,200,NO,1600,NO
10000000000070546,200,NO,0,NO
10000000000070547,200,NO,1600,NO
10000000000070548,200,NO,100,NO
10000000000070549,300,NO,1600,NO
10000000000070550,200,NO,100,NO
10000000000070551,900,NO,1600,NO
10000000000070552,200,NO,0,NO
10000000000070553,200,NO,1500,NO
10000000000070554,100,NO,0,NO
10000000000070555,300,NO,1600,NO
10000000000070556,200,NO,100,NO
10000000000070557,541209200,NO,5800,NO
10000000000070558,1000,NO,100,NO
10000000000070559,400,NO,2900,NO
10000000000070560,200,NO,0,NO
10000000000070561,400,NO,2200,NO
10000000000070562,100,NO,0,NO
10000000000070563,300,NO,1600,NO
10000000000070564,200,NO,100,NO
10000000000070565,200,NO,1700,NO
10000000000070566,200,NO,0,NO
10000000000070567,167000,NO,2000,NO
10000000000070568,100,NO,0,NO
10000000000070569,28200,NO,1700,NO
10000000000070570,200,NO,0,NO
10000000000070571,200,NO,1700,NO
10000000000070572,100,NO,100,NO
10000000000070573,94200,NO,1800,NO
10000000000070574,200,NO,100,NO
10000000000070575,300,NO,1800,NO
10000000000070576,300,NO,100,NO
10000000000070577,200,NO,1500,NO
10000000000070578,200,NO,100,NO
10000000000070579,800,NO,1500,NO
10000000000070580,100,NO,0,NO
10000000000070581,400,NO,1500,NO
10000000000070582,200,NO,100,NO
10000000000070583,300,NO,1500,NO
10000000000070584,200,NO,100,NO
10000000000070585,300,NO,1400,NO
10000000000070586,100,NO,0,NO
10000000000070587,300,NO,1500,NO
10000000000070588,200,NO,0,NO
10000000000070589,200,NO,1500,NO
10000000000070590,200,NO,100,NO
10000000000070591,300,NO,1400,NO
10000000000070592,200,NO,100,NO
10000000000070593,1101037300,YES,43600,YES
10000000000070594,1000,NO,100,NO
10000000000070595,400,NO,2300,NO
10000000000070596,100,NO,0,NO
10000000000070597,900,NO,3000,NO
10000000000070598,400,NO,100,NO
10000000000070599,600,NO,2400,NO
10000000000070600,200,NO,100,NO
10000000000070601,300,NO,1700,NO
10000000000070602,200,NO,100,NO
10000000000070603,800,NO,1500,NO
10000000000070604,200,NO,100,NO
10000000000070605,200,NO,1800,NO
10000000000070606,200,NO,100,NO
10000000000070607,200,NO,1600,NO
10000000000070608,200,NO,100,NO
10000000000070609,214900,NO,2000,NO
10000000000070610,200,NO,0,NO
10000000000070611,38700,NO,1800,NO
10000000000070612,300,NO,0,NO
10000000000070613,200,NO,1500,NO
10000000000070614,200,NO,100,NO
10000000000070615,300,NO,1500,NO
10000000000070616,200,NO,0,NO
10000000000070617,500,NO,1700,NO
